Date,Open,High,Low,Close,PivotType,Fractal
2015.10.12 09:00,1.13716,1.13754,1.13677,1.1368,None,No
2015.10.12 10:00,1.1368200000000002,1.13745,1.13647,1.13652,None,No
2015.10.12 11:00,1.1365299999999998,1.13844,1.13596,1.1380700000000001,BR,No
2015.10.12 12:00,1.13808,1.13842,1.1371,1.13802,None,No
2015.10.12 13:00,1.13802,1.1396600000000001,1.13788,1.13834,BR,No
2015.10.12 14:00,1.13834,1.13847,1.13634,1.1368200000000002,BL,No
2015.10.12 15:00,1.13681,1.13778,1.13671,1.13774,None,No
2015.10.12 16:00,1.13774,1.13784,1.13658,1.1367399999999999,BR,No
2015.10.12 17:00,1.13675,1.1376899999999999,1.13667,1.13694,None,No
2015.10.12 18:00,1.13695,1.13808,1.13652,1.13734,BR,No
2015.10.12 19:00,1.13734,1.13735,1.13563,1.1367399999999999,BL,No
2015.10.12 20:00,1.1367399999999999,1.1378700000000002,1.13647,1.13785,None,No
2015.10.12 21:00,1.13785,1.13796,1.13665,1.13699,BR,No
2015.10.12 22:00,1.13699,1.13699,1.13599,1.13629,BL,No
2015.10.12 23:00,1.13629,1.13749,1.1361700000000001,1.1361700000000001,BR,No
2015.10.13 00:00,1.13618,1.13649,1.1357,1.13578,None,No
2015.10.13 01:00,1.13571,1.13612,1.13539,1.13573,None,No
2015.10.13 02:00,1.13573,1.13585,1.13527,1.13558,None,No
2015.10.13 03:00,1.1355899999999999,1.1358,1.13515,1.13515,None,No
2015.10.13 04:00,1.13515,1.13591,1.13438,1.13473,BR,No
2015.10.13 05:00,1.13473,1.13539,1.13468,1.1351,None,No
2015.10.13 06:00,1.1351,1.13614,1.13483,1.1361,None,No
2015.10.13 07:00,1.1361,1.13655,1.1357,1.13578,None,No
2015.10.13 08:00,1.13578,1.13703,1.1357700000000002,1.13669,None,No
2015.10.13 09:00,1.13669,1.13782,1.13628,1.13768,None,No
2015.10.13 10:00,1.13768,1.13878,1.1363,1.13754,None,No
2015.10.13 11:00,1.1375600000000001,1.1410799999999999,1.13745,1.14032,BR,No
2015.10.13 12:00,1.14031,1.14088,1.13752,1.1380299999999999,None,No
2015.10.13 13:00,1.1380299999999999,1.13899,1.13644,1.13858,BL,No
2015.10.13 14:00,1.13858,1.13899,1.1365100000000001,1.138,None,No
2015.10.13 15:00,1.138,1.1384,1.13737,1.1375899999999999,None,No
2015.10.13 16:00,1.1375899999999999,1.14005,1.1371200000000001,1.13913,BR,No
2015.10.13 17:00,1.13913,1.13955,1.13711,1.13715,None,No
2015.10.13 18:00,1.13715,1.1375600000000001,1.1355,1.13725,BL,Yes
2015.10.13 19:00,1.13725,1.13863,1.13685,1.13809,None,No
2015.10.13 20:00,1.1380299999999999,1.13907,1.1375600000000001,1.13894,BR,No
2015.10.13 21:00,1.13894,1.13905,1.13774,1.1378,None,No
2015.10.13 22:00,1.1377899999999999,1.13859,1.1377899999999999,1.13837,None,No
2015.10.13 23:00,1.13837,1.13929,1.1377899999999999,1.13845,BR,No
2015.10.14 00:00,1.13844,1.1385100000000001,1.1377899999999999,1.13782,None,No
2015.10.14 01:00,1.13773,1.13842,1.13768,1.13815,BL,No
2015.10.14 02:00,1.13815,1.1388,1.13791,1.13867,BR,No
2015.10.14 03:00,1.13866,1.13869,1.1380700000000001,1.13831,None,No
2015.10.14 04:00,1.1383,1.13963,1.1383,1.1396,None,No
2015.10.14 05:00,1.1396,1.14008,1.13845,1.13919,BR,No
2015.10.14 06:00,1.13919,1.1397899999999999,1.13866,1.13911,None,No
2015.10.14 07:00,1.1391200000000001,1.1391200000000001,1.13849,1.13881,None,No
2015.10.14 08:00,1.1388200000000002,1.1390200000000001,1.1383,1.13884,BL,No
2015.10.14 09:00,1.13885,1.13974,1.13885,1.13953,None,No
2015.10.14 10:00,1.1395,1.14048,1.13899,1.1400700000000001,None,No
2015.10.14 11:00,1.1400700000000001,1.1427100000000001,1.13992,1.14144,BR,No
2015.10.14 12:00,1.14143,1.14178,1.14,1.14055,None,No
2015.10.14 13:00,1.14059,1.1414600000000001,1.14037,1.1407399999999999,None,No
2015.10.14 14:00,1.14073,1.14134,1.14019,1.14058,None,No
2015.10.14 15:00,1.14058,1.14125,1.13911,1.14049,BL,No
2015.10.14 16:00,1.14048,1.14456,1.14048,1.14422,None,No
2015.10.14 17:00,1.14425,1.14475,1.1408,1.14145,BR,No
2015.10.14 18:00,1.14143,1.1440700000000001,1.14111,1.14357,None,No
2015.10.14 19:00,1.14357,1.1446,1.14319,1.1435899999999999,BR,No
2015.10.14 20:00,1.1435899999999999,1.14447,1.14337,1.14441,None,No
2015.10.14 21:00,1.14441,1.14477,1.1442,1.1446100000000001,None,No
2015.10.14 22:00,1.14462,1.14794,1.14434,1.14784,None,No
2015.10.14 23:00,1.14785,1.14889,1.14727,1.14848,BR,No
2015.10.15 00:00,1.14848,1.1485299999999998,1.1468399999999999,1.1473,BL,No
2015.10.15 01:00,1.14723,1.14838,1.1471200000000001,1.14812,None,No
2015.10.15 02:00,1.14812,1.1483,1.14707,1.14741,None,No
2015.10.15 03:00,1.14741,1.14772,1.14688,1.14734,None,No
2015.10.15 04:00,1.14734,1.1480700000000001,1.14654,1.14667,BR,No
2015.10.15 05:00,1.14667,1.14719,1.14612,1.14715,BL,No
2015.10.15 06:00,1.14714,1.14894,1.14699,1.14891,None,No
2015.10.15 07:00,1.1489,1.1490200000000002,1.14793,1.1480700000000001,BR,No
2015.10.15 08:00,1.14806,1.14857,1.14782,1.14799,BL,No
2015.10.15 09:00,1.14799,1.14875,1.14786,1.14826,None,No
2015.10.15 10:00,1.1483,1.14949,1.14765,1.148,BR,Yes
2015.10.15 11:00,1.148,1.1482299999999999,1.1425100000000001,1.14373,BL,No
2015.10.15 12:00,1.14372,1.14594,1.14335,1.1441299999999999,None,No
2015.10.15 13:00,1.14414,1.1451,1.14373,1.14416,None,No
2015.10.15 14:00,1.14416,1.1444299999999998,1.14278,1.14342,BL,No
2015.10.15 15:00,1.14345,1.1442,1.14303,1.1433200000000001,None,No
2015.10.15 16:00,1.1433200000000001,1.14463,1.13694,1.13828,BR,No
2015.10.15 17:00,1.13825,1.1390799999999999,1.13629,1.13716,BL,No
2015.10.15 18:00,1.13716,1.1396700000000002,1.1371,1.13845,None,No
2015.10.15 19:00,1.13845,1.1419,1.1383299999999998,1.14161,BR,No
2015.10.15 20:00,1.14173,1.1417899999999999,1.1396600000000001,1.1400700000000001,None,No
2015.10.15 21:00,1.14002,1.14011,1.13789,1.13804,None,No
2015.10.15 22:00,1.13805,1.13875,1.13724,1.13862,BL,No
2015.10.15 23:00,1.13863,1.13865,1.1373,1.1374799999999998,None,No
2015.10.16 00:00,1.13755,1.1386,1.13733,1.1380299999999999,None,No
2015.10.16 01:00,1.13819,1.13846,1.13754,1.13782,None,No
2015.10.16 02:00,1.13783,1.13825,1.13736,1.1375899999999999,None,No
2015.10.16 03:00,1.1376,1.13771,1.13659,1.1366100000000001,None,No
2015.10.16 04:00,1.1366,1.1370200000000001,1.13585,1.1365100000000001,BL,No
2015.10.16 05:00,1.13652,1.1369,1.1360700000000001,1.13662,None,No
2015.10.16 06:00,1.13663,1.1378,1.13656,1.13762,None,No
2015.10.16 07:00,1.13761,1.13839,1.13753,1.13809,BR,No
2015.10.16 08:00,1.13809,1.13825,1.13758,1.13824,None,No
2015.10.16 09:00,1.1382299999999999,1.13877,1.13795,1.13815,None,No
2015.10.16 10:00,1.1381700000000001,1.13941,1.1381700000000001,1.1384299999999998,None,No
2015.10.16 11:00,1.1384299999999998,1.13945,1.13648,1.1370200000000001,BR,No
2015.10.16 12:00,1.1370200000000001,1.13773,1.13527,1.13599,None,No
2015.10.16 13:00,1.13599,1.13665,1.13339,1.13476,BL,Yes
2015.10.16 14:00,1.1347399999999999,1.13524,1.1336899999999999,1.13425,None,No
2015.10.16 15:00,1.13425,1.1359,1.13418,1.1347,None,No
2015.10.16 16:00,1.1347,1.13669,1.13463,1.1358700000000002,None,No
2015.10.16 17:00,1.1358700000000002,1.13895,1.13534,1.13763,BR,No
2015.10.16 18:00,1.13764,1.13778,1.1361299999999999,1.13764,None,No
2015.10.16 19:00,1.13764,1.13795,1.13468,1.13595,BL,No
2015.10.16 20:00,1.13596,1.13867,1.13584,1.13808,None,No
2015.10.16 21:00,1.13808,1.13909,1.13786,1.1387399999999999,BR,No
2015.10.16 22:00,1.1387399999999999,1.13894,1.1372200000000001,1.13771,None,No
2015.10.16 23:00,1.13771,1.13781,1.13534,1.1353600000000001,None,No
2015.10.17 00:00,1.1353600000000001,1.13584,1.1347399999999999,1.1347399999999999,BL,No
2015.10.19 01:00,1.1354600000000001,1.136,1.13507,1.1356700000000002,BR,No
2015.10.19 02:00,1.1357700000000002,1.13598,1.1351200000000001,1.13517,None,No
2015.10.19 03:00,1.13517,1.13605,1.13516,1.13576,None,No
2015.10.19 04:00,1.13576,1.1375,1.13557,1.13701,None,No
2015.10.19 05:00,1.13701,1.13778,1.13685,1.13737,BR,No
2015.10.19 06:00,1.13736,1.1377700000000002,1.13599,1.1362,None,No
2015.10.19 07:00,1.13619,1.1362,1.13537,1.13601,BL,No
2015.10.19 08:00,1.136,1.13649,1.13578,1.13624,None,No
2015.10.19 09:00,1.13624,1.13714,1.13618,1.1367,None,No
2015.10.19 10:00,1.13671,1.13788,1.13671,1.13731,BR,Yes
2015.10.19 11:00,1.13731,1.1374799999999998,1.1339299999999999,1.13527,BL,No
2015.10.19 12:00,1.13527,1.13677,1.13495,1.13595,None,No
2015.10.19 13:00,1.13595,1.13599,1.13229,1.1323,None,No
2015.10.19 14:00,1.1323,1.1323,1.13085,1.1320299999999999,BL,No
2015.10.19 15:00,1.13204,1.13311,1.13195,1.1324,None,No
2015.10.19 16:00,1.1324,1.13392,1.13238,1.1333799999999998,None,No
2015.10.19 17:00,1.1334,1.13438,1.13201,1.13214,BR,No
2015.10.19 18:00,1.1321299999999999,1.13287,1.1305399999999999,1.13091,BL,Yes
2015.10.19 19:00,1.13091,1.13252,1.1308,1.13171,None,No
2015.10.19 20:00,1.13171,1.1327399999999999,1.13165,1.13211,None,No
2015.10.19 21:00,1.13211,1.13289,1.13191,1.1324299999999998,BR,No
2015.10.19 22:00,1.1324299999999998,1.13281,1.13204,1.13268,None,No
2015.10.19 23:00,1.13269,1.13285,1.13191,1.13266,BL,No
2015.10.20 00:00,1.13265,1.1329,1.13198,1.13269,None,No
2015.10.20 01:00,1.13268,1.13313,1.1325100000000001,1.13287,BR,No
2015.10.20 02:00,1.13287,1.13311,1.13268,1.13269,None,No
2015.10.20 03:00,1.13269,1.13297,1.13259,1.1328200000000002,None,No
2015.10.20 04:00,1.1328200000000002,1.1334,1.1324,1.13337,BL,No
2015.10.20 05:00,1.1334,1.13388,1.13309,1.13325,BR,No
2015.10.20 06:00,1.13325,1.13358,1.1332,1.13354,None,No
2015.10.20 07:00,1.1335600000000001,1.13363,1.13334,1.13363,None,No
2015.10.20 08:00,1.13363,1.13364,1.13299,1.13309,BR,No
2015.10.20 09:00,1.13309,1.13361,1.13269,1.13324,None,No
2015.10.20 10:00,1.1332200000000001,1.13329,1.13237,1.13294,BL,No
2015.10.20 11:00,1.13293,1.1350200000000001,1.13263,1.13469,None,No
2015.10.20 12:00,1.13469,1.1364299999999998,1.13429,1.13588,None,No
2015.10.20 13:00,1.13588,1.1372,1.13444,1.1369799999999999,None,No
2015.10.20 14:00,1.13695,1.13868,1.13688,1.13815,BR,Yes
2015.10.20 15:00,1.13814,1.1382,1.1372,1.13737,None,No
2015.10.20 16:00,1.13736,1.13762,1.13568,1.13647,None,No
2015.10.20 17:00,1.13647,1.1367200000000002,1.13459,1.13489,None,No
2015.10.20 18:00,1.13489,1.13551,1.13321,1.1341700000000001,BL,No
2015.10.20 19:00,1.1341700000000001,1.13586,1.13389,1.13583,BR,No
2015.10.20 20:00,1.13583,1.13583,1.1346,1.13514,None,No
2015.10.20 21:00,1.13514,1.1356600000000001,1.13375,1.13437,None,No
2015.10.20 22:00,1.13437,1.13462,1.13355,1.13381,BL,No
2015.10.20 23:00,1.13381,1.13455,1.13371,1.13384,None,No
2015.10.21 00:00,1.13384,1.13469,1.13383,1.1345299999999998,None,No
2015.10.21 01:00,1.1343,1.1348,1.13429,1.13462,None,No
2015.10.21 02:00,1.1346100000000001,1.13524,1.13455,1.13524,None,No
2015.10.21 03:00,1.13524,1.13542,1.1347399999999999,1.13541,None,No
2015.10.21 04:00,1.13541,1.1367399999999999,1.13513,1.13615,BR,No
2015.10.21 05:00,1.1361700000000001,1.13644,1.13564,1.13583,None,No
2015.10.21 06:00,1.13583,1.13608,1.13551,1.13585,BL,No
2015.10.21 07:00,1.1358700000000002,1.13645,1.13584,1.13604,BR,No
2015.10.21 08:00,1.13605,1.1361299999999999,1.13573,1.13612,None,No
2015.10.21 09:00,1.1361299999999999,1.1361700000000001,1.13478,1.1353799999999998,BR,No
2015.10.21 10:00,1.1353799999999998,1.1359700000000001,1.13432,1.1347399999999999,BL,No
2015.10.21 11:00,1.13475,1.13772,1.13475,1.1371,BR,No
2015.10.21 12:00,1.1371,1.13764,1.1353600000000001,1.13594,None,No
2015.10.21 13:00,1.13594,1.13594,1.13342,1.13517,BL,Yes
2015.10.21 14:00,1.13517,1.1362,1.13471,1.13582,None,No
2015.10.21 15:00,1.13582,1.13634,1.13478,1.13542,BR,No
2015.10.21 16:00,1.13543,1.13557,1.13455,1.1353799999999998,None,No
2015.10.21 17:00,1.13539,1.13551,1.1341299999999999,1.13438,None,No
2015.10.21 18:00,1.1344,1.13553,1.13368,1.13552,BL,No
2015.10.21 19:00,1.13552,1.13637,1.13406,1.13446,BR,No
2015.10.21 20:00,1.13446,1.13532,1.1339,1.13455,None,No
2015.10.21 21:00,1.1345399999999999,1.13543,1.13383,1.1339299999999999,BR,No
2015.10.21 22:00,1.13396,1.13455,1.1335600000000001,1.13382,None,No
2015.10.21 23:00,1.13391,1.13445,1.13353,1.13383,BL,No
2015.10.22 00:00,1.13388,1.13425,1.1338,1.13382,None,No
2015.10.22 01:00,1.13372,1.1340000000000001,1.13355,1.13375,BL,No
2015.10.22 02:00,1.13373,1.13421,1.13372,1.13411,None,No
2015.10.22 03:00,1.13411,1.13479,1.1339,1.13455,BR,No
2015.10.22 04:00,1.13455,1.1346,1.13294,1.13352,BL,No
2015.10.22 05:00,1.13352,1.13507,1.1335,1.1343299999999998,BR,No
2015.10.22 06:00,1.1343299999999998,1.1347200000000002,1.1340700000000001,1.13448,None,No
2015.10.22 07:00,1.13448,1.1349,1.1344,1.13476,BR,No
2015.10.22 08:00,1.13475,1.13477,1.13354,1.1335899999999999,None,No
2015.10.22 09:00,1.1335899999999999,1.1337899999999999,1.13265,1.1327399999999999,BL,No
2015.10.22 10:00,1.1327399999999999,1.13437,1.13267,1.13398,None,No
2015.10.22 11:00,1.13398,1.1345299999999998,1.1308,1.1313,BR,No
2015.10.22 12:00,1.13126,1.1317,1.13021,1.1312799999999998,BL,No
2015.10.22 13:00,1.1312799999999998,1.13163,1.13049,1.13142,None,No
2015.10.22 14:00,1.13142,1.1324100000000001,1.1310200000000001,1.1313799999999998,None,No
2015.10.22 15:00,1.13139,1.13257,1.13124,1.1318700000000002,BR,No
2015.10.22 16:00,1.1318700000000002,1.1323,1.1178,1.11964,None,No
2015.10.22 17:00,1.11964,1.12125,1.11552,1.11576,None,No
2015.10.22 18:00,1.11576,1.1185200000000002,1.1154899999999999,1.11604,None,No
2015.10.22 19:00,1.11605,1.11649,1.11361,1.1139700000000001,None,No
2015.10.22 20:00,1.11399,1.11426,1.11182,1.1136700000000002,BL,No
2015.10.22 21:00,1.11365,1.11389,1.11195,1.11212,None,No
2015.10.22 22:00,1.11212,1.11265,1.11081,1.111,None,No
2015.10.22 23:00,1.111,1.11185,1.11065,1.11081,None,No
2015.10.23 00:00,1.11079,1.11131,1.10998,1.11087,None,No
2015.10.23 02:00,1.11055,1.11089,1.1078,1.1106200000000002,BL,No
2015.10.23 03:00,1.1106,1.11089,1.10968,1.1106,None,No
2015.10.23 04:00,1.11059,1.11067,1.1071600000000001,1.1081299999999998,BL,No
2015.10.23 05:00,1.1081299999999998,1.10945,1.10753,1.1089799999999999,None,No
2015.10.23 06:00,1.1089799999999999,1.1112,1.1089799999999999,1.1104,None,No
2015.10.23 07:00,1.1104,1.11163,1.11009,1.1115899999999999,None,No
2015.10.23 08:00,1.1115899999999999,1.11188,1.11109,1.1116,None,No
2015.10.23 09:00,1.11158,1.11192,1.11073,1.11094,BL,No
2015.10.23 10:00,1.11093,1.1123299999999998,1.1108200000000001,1.11222,BR,No
2015.10.23 11:00,1.1122299999999998,1.11224,1.11042,1.11131,None,No
2015.10.23 12:00,1.11125,1.1127799999999999,1.1091,1.11043,BL,No
2015.10.23 13:00,1.1104399999999999,1.11372,1.1103399999999999,1.11289,None,No
2015.10.23 14:00,1.1128799999999999,1.11394,1.11061,1.1109,BR,No
2015.10.23 15:00,1.11087,1.11191,1.10889,1.1090799999999998,None,No
2015.10.23 16:00,1.1090799999999998,1.1107799999999999,1.10785,1.1093899999999999,None,No
2015.10.23 17:00,1.10944,1.1099700000000001,1.10273,1.10464,None,No
2015.10.23 18:00,1.10464,1.1056700000000002,1.10192,1.10243,None,No
2015.10.23 19:00,1.10239,1.1039299999999999,1.10169,1.10319,None,No
2015.10.23 20:00,1.10319,1.1035,1.10077,1.10154,None,No
2015.10.23 21:00,1.1015,1.10247,1.10061,1.10155,None,No
2015.10.23 22:00,1.10154,1.10158,1.09982,1.0999,BL,No
2015.10.23 23:00,1.09991,1.1017299999999999,1.09991,1.10043,BR,No
2015.10.24 00:00,1.10043,1.10122,1.0996299999999999,1.10113,BL,No
2015.10.24 01:00,1.10115,1.10174,1.10073,1.10169,None,No
2015.10.26 02:00,1.10071,1.10226,1.10055,1.1019,BL,No
2015.10.26 03:00,1.1019,1.10243,1.1014,1.1018299999999999,None,No
2015.10.26 04:00,1.1018299999999999,1.10312,1.10153,1.10206,BR,No
2015.10.26 05:00,1.10205,1.10287,1.1014700000000002,1.10247,BL,No
2015.10.26 06:00,1.10247,1.10355,1.10247,1.10335,None,No
2015.10.26 07:00,1.1033600000000001,1.10386,1.10324,1.10376,None,No
2015.10.26 08:00,1.10376,1.10392,1.10341,1.10352,BR,No
2015.10.26 09:00,1.10353,1.1038700000000001,1.1032899999999999,1.1037299999999999,None,No
2015.10.26 10:00,1.1037700000000001,1.1042399999999999,1.10274,1.10312,BL,No
2015.10.26 11:00,1.10313,1.10486,1.10309,1.10395,None,No
2015.10.26 12:00,1.10396,1.1056,1.10315,1.10384,BR,No
2015.10.26 13:00,1.10386,1.1046200000000002,1.10228,1.1024,BL,No
2015.10.26 14:00,1.1024399999999999,1.10404,1.1024100000000001,1.10335,None,No
2015.10.26 15:00,1.10334,1.10343,1.10194,1.1022299999999998,None,No
2015.10.26 16:00,1.1022299999999998,1.1027200000000001,1.1011799999999998,1.10159,None,No
2015.10.26 17:00,1.10159,1.10334,1.10035,1.10333,BL,No
2015.10.26 18:00,1.1032600000000001,1.10513,1.10284,1.10374,None,No
2015.10.26 19:00,1.1037299999999999,1.10544,1.10372,1.105,None,No
2015.10.26 20:00,1.10501,1.10584,1.10425,1.10519,None,No
2015.10.26 21:00,1.10519,1.1068200000000001,1.10477,1.10531,BR,Yes
2015.10.26 22:00,1.1053,1.10542,1.10416,1.10448,BL,No
2015.10.26 23:00,1.1044399999999999,1.1052,1.10429,1.10503,None,No
2015.10.27 00:00,1.10504,1.10594,1.1049,1.10586,BR,No
2015.10.27 01:00,1.10531,1.10569,1.10512,1.1052899999999999,None,No
2015.10.27 02:00,1.10524,1.10601,1.10515,1.10599,None,No
2015.10.27 03:00,1.10598,1.10635,1.10527,1.10586,BR,No
2015.10.27 04:00,1.10584,1.10615,1.10475,1.10486,None,No
2015.10.27 05:00,1.10486,1.1054,1.10448,1.10479,BL,No
2015.10.27 06:00,1.10479,1.1069,1.10479,1.10648,BR,No
2015.10.27 07:00,1.10647,1.1068200000000001,1.10598,1.10677,None,No
2015.10.27 08:00,1.10676,1.1068200000000001,1.10618,1.10636,None,No
2015.10.27 09:00,1.10636,1.10669,1.1058,1.1064100000000001,None,No
2015.10.27 10:00,1.10639,1.1065,1.10541,1.10592,None,No
2015.10.27 11:00,1.10591,1.10705,1.1049200000000001,1.1054899999999999,BR,No
2015.10.27 12:00,1.1054899999999999,1.1058,1.1042,1.10438,None,No
2015.10.27 13:00,1.10437,1.10517,1.10359,1.1044200000000002,BL,No
2015.10.27 14:00,1.1044,1.10572,1.10407,1.1055700000000002,None,No
2015.10.27 15:00,1.10555,1.10656,1.10515,1.10648,None,No
2015.10.27 16:00,1.10648,1.1078,1.10495,1.10495,BR,No
2015.10.27 17:00,1.1049799999999999,1.10661,1.1037299999999999,1.10415,None,No
2015.10.27 18:00,1.10418,1.10517,1.103,1.1044,BL,No
2015.10.27 19:00,1.10443,1.10604,1.10342,1.1051,BR,No
2015.10.27 20:00,1.1051,1.10564,1.10319,1.1038,BL,No
2015.10.27 21:00,1.10379,1.10432,1.1032799999999998,1.1037299999999999,None,No
2015.10.27 22:00,1.1037299999999999,1.1046200000000002,1.10351,1.10428,None,No
2015.10.27 23:00,1.10429,1.10467,1.10361,1.10418,BR,No
2015.10.28 00:00,1.1042,1.10451,1.1036299999999999,1.10449,None,No
2015.10.28 01:00,1.10511,1.10525,1.1042,1.1046200000000002,BR,No
2015.10.28 02:00,1.1045399999999999,1.1048,1.10368,1.10371,None,No
2015.10.28 03:00,1.10369,1.1041299999999998,1.1031799999999998,1.10322,None,No
2015.10.28 04:00,1.10322,1.1037,1.10257,1.1031,BL,Yes
2015.10.28 05:00,1.10312,1.10379,1.10279,1.1030200000000001,None,No
2015.10.28 06:00,1.1030200000000001,1.10392,1.1025,1.1032899999999999,BR,No
2015.10.28 07:00,1.1032799999999998,1.10389,1.10289,1.1030799999999998,None,No
2015.10.28 08:00,1.10307,1.1036299999999999,1.10307,1.10342,None,No
2015.10.28 09:00,1.10341,1.10345,1.10276,1.10322,BL,No
2015.10.28 10:00,1.10323,1.1044100000000001,1.10309,1.10396,None,No
2015.10.28 11:00,1.104,1.1059299999999999,1.10371,1.10494,BR,No
2015.10.28 12:00,1.10495,1.10505,1.10348,1.1044200000000002,BL,No
2015.10.28 13:00,1.1044200000000002,1.10592,1.1042100000000001,1.10473,None,No
2015.10.28 14:00,1.10473,1.10683,1.10473,1.10645,None,No
2015.10.28 15:00,1.1064399999999999,1.10764,1.10606,1.10681,None,No
2015.10.28 16:00,1.10681,1.10894,1.10588,1.10874,BR,No
2015.10.28 17:00,1.10877,1.10889,1.1068,1.10691,None,No
2015.10.28 18:00,1.10691,1.10781,1.10569,1.1075,BL,No
2015.10.28 19:00,1.1074899999999999,1.10955,1.1063100000000001,1.1063399999999999,BR,Yes
2015.10.28 20:00,1.10635,1.1084200000000002,1.10578,1.1070200000000001,BL,No
2015.10.28 21:00,1.10703,1.1083,1.10585,1.10696,None,No
2015.10.28 22:00,1.10665,1.10751,1.08966,1.09007,BL,Yes
2015.10.28 23:00,1.09006,1.09236,1.08995,1.0919299999999998,None,No
2015.10.29 00:00,1.09194,1.09296,1.0916700000000001,1.09243,BR,No
2015.10.29 01:00,1.0921399999999999,1.09276,1.0915,1.09267,BL,No
2015.10.29 02:00,1.0926799999999999,1.0930600000000001,1.09202,1.09295,None,No
2015.10.29 03:00,1.09295,1.0931899999999999,1.0921399999999999,1.09235,BR,No
2015.10.29 04:00,1.0923399999999999,1.09307,1.09026,1.09094,BL,No
2015.10.29 05:00,1.09094,1.0919299999999998,1.09069,1.0917700000000001,None,No
2015.10.29 06:00,1.09176,1.09342,1.09176,1.09313,BR,No
2015.10.29 07:00,1.09313,1.09331,1.09212,1.09243,None,No
2015.10.29 08:00,1.09243,1.09285,1.09238,1.09243,None,No
2015.10.29 09:00,1.0924399999999999,1.0933899999999999,1.0924399999999999,1.0931899999999999,None,No
2015.10.29 10:00,1.0932,1.09436,1.09313,1.09361,None,No
2015.10.29 11:00,1.0936,1.09451,1.09227,1.09256,None,No
2015.10.29 12:00,1.09255,1.09453,1.09162,1.0944200000000002,BL,No
2015.10.29 13:00,1.0944200000000002,1.09707,1.0943399999999999,1.09628,None,No
2015.10.29 14:00,1.09627,1.09764,1.09534,1.09699,BR,No
2015.10.29 15:00,1.0969799999999998,1.0973700000000002,1.09588,1.09608,None,No
2015.10.29 16:00,1.0961,1.0973700000000002,1.09343,1.0935,None,No
2015.10.29 17:00,1.09351,1.09594,1.0924399999999999,1.09546,BL,No
2015.10.29 18:00,1.0954700000000002,1.09743,1.09467,1.09656,None,No
2015.10.29 19:00,1.09656,1.09854,1.09576,1.09598,BR,No
2015.10.29 20:00,1.0959999999999999,1.09725,1.09576,1.09617,None,No
2015.10.29 21:00,1.09617,1.09676,1.0951,1.09667,BL,No
2015.10.29 22:00,1.09665,1.0980299999999998,1.09591,1.09743,None,No
2015.10.29 23:00,1.09742,1.09812,1.09723,1.0976,BR,No
2015.10.30 00:00,1.09759,1.09808,1.0972600000000001,1.09779,None,No
2015.10.30 01:00,1.09759,1.0986200000000002,1.09759,1.09858,None,No
2015.10.30 02:00,1.09858,1.0988,1.09845,1.0986799999999999,None,No
2015.10.30 03:00,1.0986799999999999,1.09975,1.0983399999999999,1.09885,BR,No
2015.10.30 04:00,1.09885,1.0989799999999998,1.09774,1.09837,None,No
2015.10.30 05:00,1.09837,1.09858,1.0974,1.09788,BL,No
2015.10.30 06:00,1.09788,1.09867,1.09744,1.09858,None,No
2015.10.30 07:00,1.09858,1.09944,1.09667,1.09685,BR,No
